,predictor,AIC
567,['ageph' 'agecar' 'sexp' 'fleetc'],311547.64698267885
568,['ageph' 'agecar' 'sexp' 'sportc'],311441.9655751238
569,['ageph' 'agecar' 'sexp' 'coverp'],311384.2501943623
570,['ageph' 'agecar' 'sexp' 'powerc'],311375.9143427295
571,['ageph' 'agecar' 'fuelc' 'split'],311365.30505651847
572,['ageph' 'agecar' 'fuelc' 'fleetc'],311638.5908894377
573,['ageph' 'agecar' 'fuelc' 'sportc'],311546.44913585606
574,['ageph' 'agecar' 'fuelc' 'coverp'],311442.3646168357
575,['ageph' 'agecar' 'fuelc' 'powerc'],311445.9094150425
576,['ageph' 'agecar' 'split' 'fleetc'],311338.01941696095
577,['ageph' 'agecar' 'split' 'sportc'],311228.6503275529
578,['ageph' 'agecar' 'split' 'coverp'],311219.92978496774
579,['ageph' 'agecar' 'split' 'powerc'],311181.6525591506
580,['ageph' 'agecar' 'fleetc' 'sportc'],311517.0752493313
581,['ageph' 'agecar' 'fleetc' 'coverp'],311412.5384561289
582,['ageph' 'agecar' 'fleetc' 'powerc'],311422.85049003444
583,['ageph' 'agecar' 'sportc' 'coverp'],311239.3504694014
584,['ageph' 'agecar' 'sportc' 'powerc'],311374.9060881393
585,['ageph' 'agecar' 'coverp' 'powerc'],311334.6898897583
586,['ageph' 'usec' 'sexp' 'fuelc'],311664.81114622985
587,['ageph' 'usec' 'sexp' 'split'],311400.77016209567
588,['ageph' 'usec' 'sexp' 'fleetc'],311639.75908405235
589,['ageph' 'usec' 'sexp' 'sportc'],311529.6420095653
590,['ageph' 'usec' 'sexp' 'coverp'],311462.15281645494
591,['ageph' 'usec' 'sexp' 'powerc'],311457.2533203664
592,['ageph' 'usec' 'fuelc' 'split'],311496.740154781
593,['ageph' 'usec' 'fuelc' 'fleetc'],311742.2388964147
594,['ageph' 'usec' 'fuelc' 'sportc'],311644.81216760003
595,['ageph' 'usec' 'fuelc' 'coverp'],311519.95680252113
596,['ageph' 'usec' 'fuelc' 'powerc'],311530.8488041843
597,['ageph' 'usec' 'split' 'fleetc'],311474.14413397916
598,['ageph' 'usec' 'split' 'sportc'],311361.0608287212
599,['ageph' 'usec' 'split' 'coverp'],311321.3245292798
600,['ageph' 'usec' 'split' 'powerc'],311302.7117278891
601,['ageph' 'usec' 'fleetc' 'sportc'],311625.6049201196
602,['ageph' 'usec' 'fleetc' 'coverp'],311499.92677149427
603,['ageph' 'usec' 'fleetc' 'powerc'],311518.6796741931
604,['ageph' 'usec' 'sportc' 'coverp'],311294.5797684485
605,['ageph' 'usec' 'sportc' 'powerc'],311471.4339363911
606,['ageph' 'usec' 'coverp' 'powerc'],311410.6026503609
607,['ageph' 'sexp' 'fuelc' 'split'],311440.4121015874
608,['ageph' 'sexp' 'fuelc' 'fleetc'],311682.8579116735
609,['ageph' 'sexp' 'fuelc' 'sportc'],311576.13271032553
610,['ageph' 'sexp' 'fuelc' 'coverp'],311519.9858589763
611,['ageph' 'sexp' 'fuelc' 'powerc'],311491.9956248303
612,['ageph' 'sexp' 'split' 'fleetc'],311411.69958727283
613,['ageph' 'sexp' 'split' 'sportc'],311286.7317412697
614,['ageph' 'sexp' 'split' 'coverp'],311313.0915992661
615,['ageph' 'sexp' 'split' 'powerc'],311256.35901892284
616,['ageph' 'sexp' 'fleetc' 'sportc'],311547.067326156
617,['ageph' 'sexp' 'fleetc' 'coverp'],311488.14239158574
618,['ageph' 'sexp' 'fleetc' 'powerc'],311471.47605401085
619,['ageph' 'sexp' 'sportc' 'coverp'],311274.86957319477
620,['ageph' 'sexp' 'sportc' 'powerc'],311416.34940214764
621,['ageph' 'sexp' 'coverp' 'powerc'],311413.06535353314
622,['ageph' 'fuelc' 'split' 'fleetc'],311512.9215855204
623,['ageph' 'fuelc' 'split' 'sportc'],311401.54174343107
624,['ageph' 'fuelc' 'split' 'coverp'],311368.56704754307
625,['ageph' 'fuelc' 'split' 'powerc'],311331.28505149385
626,['ageph' 'fuelc' 'fleetc' 'sportc'],311667.7216668089
627,['ageph' 'fuelc' 'fleetc' 'coverp'],311550.3120661849
628,['ageph' 'fuelc' 'fleetc' 'powerc'],311547.82110173564
629,['ageph' 'fuelc' 'sportc' 'coverp'],311352.0836399444
630,['ageph' 'fuelc' 'sportc' 'powerc'],311500.24809200957
631,['ageph' 'fuelc' 'coverp' 'powerc'],311459.32604064915
632,['ageph' 'split' 'fleetc' 'sportc'],311377.96327924816
633,['ageph' 'split' 'fleetc' 'coverp'],311345.99172100256
634,['ageph' 'split' 'fleetc' 'powerc'],311314.7291360377
635,['ageph' 'split' 'sportc' 'coverp'],311121.8653831863
636,['ageph' 'split' 'sportc' 'powerc'],311255.2761918687
637,['ageph' 'split' 'coverp' 'powerc'],311272.1936830642
638,['ageph' 'fleetc' 'sportc' 'coverp'],311328.48580811045
639,['ageph' 'fleetc' 'sportc' 'powerc'],311490.47059909266
640,['ageph' 'fleetc' 'coverp' 'powerc'],311439.15906206454
641,['ageph' 'sportc' 'coverp' 'powerc'],311296.0423606936
642,['ageph' 'agecar' 'usec' 'sexp' 'fuelc'],311555.1459252009
643,['ageph' 'agecar' 'usec' 'sexp' 'split'],311271.60353696
644,['ageph' 'agecar' 'usec' 'sexp' 'fleetc'],311533.0573792657
645,['ageph' 'agecar' 'usec' 'sexp' 'sportc'],311420.4314278516
646,['ageph' 'agecar' 'usec' 'sexp' 'coverp'],311349.83021628234
647,['ageph' 'agecar' 'usec' 'sexp' 'powerc'],311360.90686298034
648,['ageph' 'agecar' 'usec' 'fuelc' 'split'],311349.3383142028
649,['ageph' 'agecar' 'usec' 'fuelc' 'fleetc'],311617.4561222202
650,['ageph' 'agecar' 'usec' 'fuelc' 'sportc'],311519.13664207596
651,['ageph' 'agecar' 'usec' 'fuelc' 'coverp'],311404.23091861967
652,['ageph' 'agecar' 'usec' 'fuelc' 'powerc'],311428.268950508
653,['ageph' 'agecar' 'usec' 'split' 'fleetc'],311328.2400118818
654,['ageph' 'agecar' 'usec' 'split' 'sportc'],311213.05226317764
655,['ageph' 'agecar' 'usec' 'split' 'coverp'],311197.98089119216
656,['ageph' 'agecar' 'usec' 'split' 'powerc'],311173.235738957
657,['ageph' 'agecar' 'usec' 'fleetc' 'sportc'],311496.8960147165
658,['ageph' 'agecar' 'usec' 'fleetc' 'coverp'],311385.05444964365
659,['ageph' 'agecar' 'usec' 'fleetc' 'powerc'],311408.2342280969
660,['ageph' 'agecar' 'usec' 'sportc' 'coverp'],311198.445208724
661,['ageph' 'agecar' 'usec' 'sportc' 'powerc'],311354.65937281563
662,['ageph' 'agecar' 'usec' 'coverp' 'powerc'],311302.88155769237
663,['ageph' 'agecar' 'sexp' 'fuelc' 'split'],311307.0072113411
664,['ageph' 'agecar' 'sexp' 'fuelc' 'fleetc'],311575.28929615556
665,['ageph' 'agecar' 'sexp' 'fuelc' 'sportc'],311469.4956534227
666,['ageph' 'agecar' 'sexp' 'fuelc' 'coverp'],311404.83117239474
667,['ageph' 'agecar' 'sexp' 'fuelc' 'powerc'],311403.06165722036
668,['ageph' 'agecar' 'sexp' 'split' 'fleetc'],311281.3240269251
669,['ageph' 'agecar' 'sexp' 'split' 'sportc'],311156.07546464814
670,['ageph' 'agecar' 'sexp' 'split' 'coverp'],311188.0255688457
671,['ageph' 'agecar' 'sexp' 'split' 'powerc'],311139.11225549463
672,['ageph' 'agecar' 'sexp' 'fleetc' 'sportc'],311438.8123856085
673,['ageph' 'agecar' 'sexp' 'fleetc' 'coverp'],311375.2421027496
674,['ageph' 'agecar' 'sexp' 'fleetc' 'powerc'],311376.28786331066
675,['ageph' 'agecar' 'sexp' 'sportc' 'coverp'],311182.6084845765
676,['ageph' 'agecar' 'sexp' 'sportc' 'powerc'],311316.34587489464
677,['ageph' 'agecar' 'sexp' 'coverp' 'powerc'],311305.496358262
678,['ageph' 'agecar' 'fuelc' 'split' 'fleetc'],311365.2603454281
679,['ageph' 'agecar' 'fuelc' 'split' 'sportc'],311255.66878215014
680,['ageph' 'agecar' 'fuelc' 'split' 'coverp'],311240.94218208885
681,['ageph' 'agecar' 'fuelc' 'split' 'powerc'],311208.62803941744
682,['ageph' 'agecar' 'fuelc' 'fleetc' 'sportc'],311544.06847451796
683,['ageph' 'agecar' 'fuelc' 'fleetc' 'coverp'],311434.39301003754
684,['ageph' 'agecar' 'fuelc' 'fleetc' 'powerc'],311447.496474439
685,['ageph' 'agecar' 'fuelc' 'sportc' 'coverp'],311256.07117811363
686,['ageph' 'agecar' 'fuelc' 'sportc' 'powerc'],311396.3128581417
687,['ageph' 'agecar' 'fuelc' 'coverp' 'powerc'],311353.15844960546
688,['ageph' 'agecar' 'split' 'fleetc' 'sportc'],311228.5642137893
689,['ageph' 'agecar' 'split' 'fleetc' 'coverp'],311218.96782942244
690,['ageph' 'agecar' 'split' 'fleetc' 'powerc'],311184.210458943
691,['ageph' 'agecar' 'split' 'sportc' 'coverp'],311020.21800232667
692,['ageph' 'agecar' 'split' 'sportc' 'powerc'],311119.8151227958
693,['ageph' 'agecar' 'split' 'coverp' 'powerc'],311153.0300033348
694,['ageph' 'agecar' 'fleetc' 'sportc' 'coverp'],311231.228032246
695,['ageph' 'agecar' 'fleetc' 'sportc' 'powerc'],311375.2948825232
696,['ageph' 'agecar' 'fleetc' 'coverp' 'powerc'],311330.6749717214
697,['ageph' 'agecar' 'sportc' 'coverp' 'powerc'],311200.5159717035
698,['ageph' 'usec' 'sexp' 'fuelc' 'split'],311427.9134116909
699,['ageph' 'usec' 'sexp' 'fuelc' 'fleetc'],311667.9444284021
700,['ageph' 'usec' 'sexp' 'fuelc' 'sportc'],311555.9067366276
701,['ageph' 'usec' 'sexp' 'fuelc' 'coverp'],311482.18417446455
702,['ageph' 'usec' 'sexp' 'fuelc' 'powerc'],311479.7620533259
703,['ageph' 'usec' 'sexp' 'split' 'fleetc'],311404.85611310205
704,['ageph' 'usec' 'sexp' 'split' 'sportc'],311274.5268933413
705,['ageph' 'usec' 'sexp' 'split' 'coverp'],311289.3182882022
706,['ageph' 'usec' 'sexp' 'split' 'powerc'],311250.31509374117
707,['ageph' 'usec' 'sexp' 'fleetc' 'sportc'],311533.2073638337
708,['ageph' 'usec' 'sexp' 'fleetc' 'coverp'],311462.2747586089
709,['ageph' 'usec' 'sexp' 'fleetc' 'powerc'],311462.0048785321
710,['ageph' 'usec' 'sexp' 'sportc' 'coverp'],311235.6611401479
711,['ageph' 'usec' 'sexp' 'sportc' 'powerc'],311401.98384751694
712,['ageph' 'usec' 'sexp' 'coverp' 'powerc'],311381.6058912404
713,['ageph' 'usec' 'fuelc' 'split' 'fleetc'],311501.1865678715
714,['ageph' 'usec' 'fuelc' 'split' 'sportc'],311385.494554103
715,['ageph' 'usec' 'fuelc' 'split' 'coverp'],311341.9395284816
716,['ageph' 'usec' 'fuelc' 'split' 'powerc'],311323.61107303586
717,['ageph' 'usec' 'fuelc' 'fleetc' 'sportc'],311648.80311990896
718,['ageph' 'usec' 'fuelc' 'fleetc' 'coverp'],311520.9015644022
719,['ageph' 'usec' 'fuelc' 'fleetc' 'powerc'],311535.8232720491
720,['ageph' 'usec' 'fuelc' 'sportc' 'coverp'],311310.87751121406
721,['ageph' 'usec' 'fuelc' 'sportc' 'powerc'],311485.12544317025
722,['ageph' 'usec' 'fuelc' 'coverp' 'powerc'],311427.9641446552
723,['ageph' 'usec' 'split' 'fleetc' 'sportc'],311365.89457025565
724,['ageph' 'usec' 'split' 'fleetc' 'coverp'],311326.64953910816
725,['ageph' 'usec' 'split' 'fleetc' 'powerc'],311308.13706662314
726,['ageph' 'usec' 'split' 'sportc' 'coverp'],311092.2860047441
727,['ageph' 'usec' 'split' 'sportc' 'powerc'],311244.9098821087
728,['ageph' 'usec' 'split' 'coverp' 'powerc'],311250.6207267496
729,['ageph' 'usec' 'fleetc' 'sportc' 'coverp'],311296.7192186682
730,['ageph' 'usec' 'fleetc' 'sportc' 'powerc'],311476.4959158243
731,['ageph' 'usec' 'fleetc' 'coverp' 'powerc'],311414.0414164571
732,['ageph' 'usec' 'sportc' 'coverp' 'powerc'],311256.9192922846
733,['ageph' 'sexp' 'fuelc' 'split' 'fleetc'],311440.815839103
734,['ageph' 'sexp' 'fuelc' 'split' 'sportc'],311313.7049046337
735,['ageph' 'sexp' 'fuelc' 'split' 'coverp'],311332.6857173804
736,['ageph' 'sexp' 'fuelc' 'split' 'powerc'],311281.15944475844
737,['ageph' 'sexp' 'fuelc' 'fleetc' 'sportc'],311574.6328423603
738,['ageph' 'sexp' 'fuelc' 'fleetc' 'coverp'],311509.1512404315
739,['ageph' 'sexp' 'fuelc' 'fleetc' 'powerc'],311494.6628544025
740,['ageph' 'sexp' 'fuelc' 'sportc' 'coverp'],311291.2828838947
741,['ageph' 'sexp' 'fuelc' 'sportc' 'powerc'],311435.59410902753
742,['ageph' 'sexp' 'fuelc' 'coverp' 'powerc'],311429.90612610313
743,['ageph' 'sexp' 'split' 'fleetc' 'sportc'],311287.1675948724
744,['ageph' 'sexp' 'split' 'fleetc' 'coverp'],311310.63774194714
745,['ageph' 'sexp' 'split' 'fleetc' 'powerc'],311259.7575578979
746,['ageph' 'sexp' 'split' 'sportc' 'coverp'],311064.20913097984
747,['ageph' 'sexp' 'split' 'sportc' 'powerc'],311185.8494295717
748,['ageph' 'sexp' 'split' 'coverp' 'powerc'],311244.79809843627
749,['ageph' 'sexp' 'fleetc' 'sportc' 'coverp'],311264.793741151
750,['ageph' 'sexp' 'fleetc' 'sportc' 'powerc'],311417.7519416183
751,['ageph' 'sexp' 'fleetc' 'coverp' 'powerc'],311406.86477831675
752,['ageph' 'sexp' 'sportc' 'coverp' 'powerc'],311242.16173814225
753,['ageph' 'fuelc' 'split' 'fleetc' 'sportc'],311403.12525716773
754,['ageph' 'fuelc' 'split' 'fleetc' 'coverp'],311367.26907997194
755,['ageph' 'fuelc' 'split' 'fleetc' 'powerc'],311335.82495025755
756,['ageph' 'fuelc' 'split' 'sportc' 'coverp'],311137.8456048399
757,['ageph' 'fuelc' 'split' 'sportc' 'powerc'],311272.13032452844
758,['ageph' 'fuelc' 'split' 'coverp' 'powerc'],311289.82617112197
759,['ageph' 'fuelc' 'fleetc' 'sportc' 'coverp'],311343.92646825826
760,['ageph' 'fuelc' 'fleetc' 'sportc' 'powerc'],311503.3816512525
761,['ageph' 'fuelc' 'fleetc' 'coverp' 'powerc'],311455.8196011211
762,['ageph' 'fuelc' 'sportc' 'coverp' 'powerc'],311304.8070740824
763,['ageph' 'split' 'fleetc' 'sportc' 'coverp'],311121.18872379884
764,['ageph' 'split' 'fleetc' 'sportc' 'powerc'],311259.0388422457
765,['ageph' 'split' 'fleetc' 'coverp' 'powerc'],311274.0819794712
766,['ageph' 'split' 'sportc' 'coverp' 'powerc'],311096.6348267127
767,['ageph' 'fleetc' 'sportc' 'coverp' 'powerc'],311289.86043039506
768,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split'],311294.16657344264
769,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'fleetc'],311557.9623100619
770,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'sportc'],311446.52931396215
771,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'coverp'],311369.9251278274
772,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'powerc'],311387.3992485108
773,['ageph' 'agecar' 'usec' 'sexp' 'split' 'fleetc'],311275.0857686444
774,['ageph' 'agecar' 'usec' 'sexp' 'split' 'sportc'],311144.6178831736
775,['ageph' 'agecar' 'usec' 'sexp' 'split' 'coverp'],311169.0506799441
776,['ageph' 'agecar' 'usec' 'sexp' 'split' 'powerc'],311133.086570602
777,['ageph' 'agecar' 'usec' 'sexp' 'fleetc' 'sportc'],311423.57245693734
778,['ageph' 'agecar' 'usec' 'sexp' 'fleetc' 'coverp'],311351.3410683408
779,['ageph' 'agecar' 'usec' 'sexp' 'fleetc' 'powerc'],311364.78561771696
780,['ageph' 'agecar' 'usec' 'sexp' 'sportc' 'coverp'],311146.53870584886
781,['ageph' 'agecar' 'usec' 'sexp' 'sportc' 'powerc'],311299.3166641271
782,['ageph' 'agecar' 'usec' 'sexp' 'coverp' 'powerc'],311276.62625992845
783,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'fleetc'],311352.9657387276
784,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'sportc'],311238.8042035105
785,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'coverp'],311218.50345269445
786,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'powerc'],311199.4329769151
787,['ageph' 'agecar' 'usec' 'fuelc' 'fleetc' 'sportc'],311522.49428261205
788,['ageph' 'agecar' 'usec' 'fuelc' 'fleetc' 'coverp'],311406.2702068196
789,['ageph' 'agecar' 'usec' 'fuelc' 'fleetc' 'powerc'],311432.2357044801
790,['ageph' 'agecar' 'usec' 'fuelc' 'sportc' 'coverp'],311217.1649085227
791,['ageph' 'agecar' 'usec' 'fuelc' 'sportc' 'powerc'],311376.9909535738
792,['ageph' 'agecar' 'usec' 'fuelc' 'coverp' 'powerc'],311323.3773358739
793,['ageph' 'agecar' 'usec' 'split' 'fleetc' 'sportc'],311216.95050072024
794,['ageph' 'agecar' 'usec' 'split' 'fleetc' 'coverp'],311202.9801409505
795,['ageph' 'agecar' 'usec' 'split' 'fleetc' 'powerc'],311177.35726469656
796,['ageph' 'agecar' 'usec' 'split' 'sportc' 'coverp'],310995.16260142706
797,['ageph' 'agecar' 'usec' 'split' 'sportc' 'powerc'],311108.68002605875
798,['ageph' 'agecar' 'usec' 'split' 'coverp' 'powerc'],311135.3440206979
799,['ageph' 'agecar' 'usec' 'fleetc' 'sportc' 'coverp'],311201.19650646014
800,['ageph' 'agecar' 'usec' 'fleetc' 'sportc' 'powerc'],311358.73042570776
801,['ageph' 'agecar' 'usec' 'fleetc' 'coverp' 'powerc'],311306.7210342222
802,['ageph' 'agecar' 'usec' 'sportc' 'coverp' 'powerc'],311163.6326554189
803,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc'],311306.8491374619
804,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'sportc'],311183.0825284749
805,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'coverp'],311208.01761018136
806,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'powerc'],311167.70222930994
807,['ageph' 'agecar' 'sexp' 'fuelc' 'fleetc' 'sportc'],311467.14005028585
808,['ageph' 'agecar' 'sexp' 'fuelc' 'fleetc' 'coverp'],311396.84690317005
809,['ageph' 'agecar' 'sexp' 'fuelc' 'fleetc' 'powerc'],311404.3864666333
810,['ageph' 'agecar' 'sexp' 'fuelc' 'sportc' 'coverp'],311201.6240916039
811,['ageph' 'agecar' 'sexp' 'fuelc' 'sportc' 'powerc'],311342.34728105814
812,['ageph' 'agecar' 'sexp' 'fuelc' 'coverp' 'powerc'],311325.94484167866
813,['ageph' 'agecar' 'sexp' 'split' 'fleetc' 'sportc'],311156.00049286865
814,['ageph' 'agecar' 'sexp' 'split' 'fleetc' 'coverp'],311187.0073687925
815,['ageph' 'agecar' 'sexp' 'split' 'fleetc' 'powerc'],311141.4832094748
816,['ageph' 'agecar' 'sexp' 'split' 'sportc' 'coverp'],310969.1561558655
817,['ageph' 'agecar' 'sexp' 'split' 'sportc' 'powerc'],311063.7581726531
818,['ageph' 'agecar' 'sexp' 'split' 'coverp' 'powerc'],311127.78626879567
819,['ageph' 'agecar' 'sexp' 'fleetc' 'sportc' 'coverp'],311174.7269859688
820,['ageph' 'agecar' 'sexp' 'fleetc' 'sportc' 'powerc'],311316.5264428435
821,['ageph' 'agecar' 'sexp' 'fleetc' 'coverp' 'powerc'],311301.28836803336
822,['ageph' 'agecar' 'sexp' 'sportc' 'coverp' 'powerc'],311152.58316807315
823,['ageph' 'agecar' 'fuelc' 'split' 'fleetc' 'sportc'],311256.20116893307
824,['ageph' 'agecar' 'fuelc' 'split' 'fleetc' 'coverp'],311240.7149552433
825,['ageph' 'agecar' 'fuelc' 'split' 'fleetc' 'powerc'],311211.76627399784
826,['ageph' 'agecar' 'fuelc' 'split' 'sportc' 'coverp'],311038.9861868299
827,['ageph' 'agecar' 'fuelc' 'split' 'sportc' 'powerc'],311145.2911143133
828,['ageph' 'agecar' 'fuelc' 'split' 'coverp' 'powerc'],311174.0383950202
829,['ageph' 'agecar' 'fuelc' 'fleetc' 'sportc' 'coverp'],311249.67353561
830,['ageph' 'agecar' 'fuelc' 'fleetc' 'sportc' 'powerc'],311397.86134122254
831,['ageph' 'agecar' 'fuelc' 'fleetc' 'coverp' 'powerc'],311351.0290430067
832,['ageph' 'agecar' 'fuelc' 'sportc' 'coverp' 'powerc'],311214.9623788659
833,['ageph' 'agecar' 'split' 'fleetc' 'sportc' 'coverp'],311020.0935445657
834,['ageph' 'agecar' 'split' 'fleetc' 'sportc' 'powerc'],311122.2227407897
835,['ageph' 'agecar' 'split' 'fleetc' 'coverp' 'powerc'],311155.27545576316
836,['ageph' 'agecar' 'split' 'sportc' 'coverp' 'powerc'],310998.21633217845
837,['ageph' 'agecar' 'fleetc' 'sportc' 'coverp' 'powerc'],311195.840928767
838,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'fleetc'],311432.13744438445
839,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'sportc'],311300.896522322
840,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'coverp'],311308.54224966926
841,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'powerc'],311274.87748288043
842,['ageph' 'usec' 'sexp' 'fuelc' 'fleetc' 'sportc'],311559.6865037023
843,['ageph' 'usec' 'sexp' 'fuelc' 'fleetc' 'coverp'],311482.6635717294
844,['ageph' 'usec' 'sexp' 'fuelc' 'fleetc' 'powerc'],311484.6754831923
845,['ageph' 'usec' 'sexp' 'fuelc' 'sportc' 'coverp'],311253.81056542957
846,['ageph' 'usec' 'sexp' 'fuelc' 'sportc' 'powerc'],311422.196966684
847,['ageph' 'usec' 'sexp' 'fuelc' 'coverp' 'powerc'],311400.3349537275
848,['ageph' 'usec' 'sexp' 'split' 'fleetc' 'sportc'],311279.1180402524
849,['ageph' 'usec' 'sexp' 'split' 'fleetc' 'coverp'],311294.14522924327
850,['ageph' 'usec' 'sexp' 'split' 'fleetc' 'powerc'],311255.6156630505
851,['ageph' 'usec' 'sexp' 'split' 'sportc' 'coverp'],311038.3933882931
852,['ageph' 'usec' 'sexp' 'split' 'sportc' 'powerc'],311177.7901155989
853,['ageph' 'usec' 'sexp' 'split' 'coverp' 'powerc'],311225.46036002773
854,['ageph' 'usec' 'sexp' 'fleetc' 'sportc' 'coverp'],311237.32315296476
855,['ageph' 'usec' 'sexp' 'fleetc' 'sportc' 'powerc'],311406.86784604733
856,['ageph' 'usec' 'sexp' 'fleetc' 'coverp' 'powerc'],311384.4766953848
857,['ageph' 'usec' 'sexp' 'sportc' 'coverp' 'powerc'],311206.37851571967
858,['ageph' 'usec' 'fuelc' 'split' 'fleetc' 'sportc'],311390.4007588954
859,['ageph' 'usec' 'fuelc' 'split' 'fleetc' 'coverp'],311347.4442780075
860,['ageph' 'usec' 'fuelc' 'split' 'fleetc' 'powerc'],311328.9658091433
861,['ageph' 'usec' 'fuelc' 'split' 'sportc' 'coverp'],311109.96136059833
862,['ageph' 'usec' 'fuelc' 'split' 'sportc' 'powerc'],311262.82832143
863,['ageph' 'usec' 'fuelc' 'split' 'coverp' 'powerc'],311269.7840759335
864,['ageph' 'usec' 'fuelc' 'fleetc' 'sportc' 'coverp'],311313.4980466709
865,['ageph' 'usec' 'fuelc' 'fleetc' 'sportc' 'powerc'],311490.21598667116
866,['ageph' 'usec' 'fuelc' 'fleetc' 'coverp' 'powerc'],311432.03256474854
867,['ageph' 'usec' 'fuelc' 'sportc' 'coverp' 'powerc'],311269.83573040547
868,['ageph' 'usec' 'split' 'fleetc' 'sportc' 'coverp'],311098.95329714124
869,['ageph' 'usec' 'split' 'fleetc' 'sportc' 'powerc'],311250.51218499214
870,['ageph' 'usec' 'split' 'fleetc' 'coverp' 'powerc'],311257.7554767213
871,['ageph' 'usec' 'split' 'sportc' 'coverp' 'powerc'],311070.0395538578
872,['ageph' 'usec' 'fleetc' 'sportc' 'coverp' 'powerc'],311260.69613867137
873,['ageph' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc'],311314.9875906911
874,['ageph' 'sexp' 'fuelc' 'split' 'fleetc' 'coverp'],311331.0122248434
875,['ageph' 'sexp' 'fuelc' 'split' 'fleetc' 'powerc'],311285.38671737176
876,['ageph' 'sexp' 'fuelc' 'split' 'sportc' 'coverp'],311082.0290927384
877,['ageph' 'sexp' 'fuelc' 'split' 'sportc' 'powerc'],311208.506768232
878,['ageph' 'sexp' 'fuelc' 'split' 'coverp' 'powerc'],311263.48077015154
879,['ageph' 'sexp' 'fuelc' 'fleetc' 'sportc' 'coverp'],311282.9445260955
880,['ageph' 'sexp' 'fuelc' 'fleetc' 'sportc' 'powerc'],311438.32406846504
881,['ageph' 'sexp' 'fuelc' 'fleetc' 'coverp' 'powerc'],311425.7575823369
882,['ageph' 'sexp' 'fuelc' 'sportc' 'coverp' 'powerc'],311255.67637912
883,['ageph' 'sexp' 'split' 'fleetc' 'sportc' 'coverp'],311063.25105381256
884,['ageph' 'sexp' 'split' 'fleetc' 'sportc' 'powerc'],311189.191494153
885,['ageph' 'sexp' 'split' 'fleetc' 'coverp' 'powerc'],311246.13869055023
886,['ageph' 'sexp' 'split' 'sportc' 'coverp' 'powerc'],311046.3158829901
887,['ageph' 'sexp' 'fleetc' 'sportc' 'coverp' 'powerc'],311235.41370017687
888,['ageph' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'],311138.43613206386
889,['ageph' 'fuelc' 'split' 'fleetc' 'sportc' 'powerc'],311276.76554223336
890,['ageph' 'fuelc' 'split' 'fleetc' 'coverp' 'powerc'],311293.1173264466
891,['ageph' 'fuelc' 'split' 'sportc' 'coverp' 'powerc'],311109.8833376754
892,['ageph' 'fuelc' 'fleetc' 'sportc' 'coverp' 'powerc'],311301.2698611701
893,['ageph' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],311098.3407454143
894,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'fleetc'],311297.69519836083
895,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'sportc'],311169.6619676949
896,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'coverp'],311187.95226019324
897,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'powerc'],311160.1140805842
898,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'fleetc' 'sportc'],311449.7729506968
899,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'fleetc' 'coverp'],311371.6805519286
900,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'fleetc' 'powerc'],311391.34785391536
901,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'sportc' 'coverp'],311166.43149225396
902,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'sportc' 'powerc'],311325.07016634714
903,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'coverp' 'powerc'],311298.0213306991
904,['ageph' 'agecar' 'usec' 'sexp' 'split' 'fleetc' 'sportc'],311148.4061299182
905,['ageph' 'agecar' 'usec' 'sexp' 'split' 'fleetc' 'coverp'],311173.76438969845
906,['ageph' 'agecar' 'usec' 'sexp' 'split' 'fleetc' 'powerc'],311137.1791908212
907,['ageph' 'agecar' 'usec' 'sexp' 'split' 'sportc' 'coverp'],310947.6804266415
908,['ageph' 'agecar' 'usec' 'sexp' 'split' 'sportc' 'powerc'],311055.1719642249
