,predictor,BIC
567,['ageph' 'agecar' 'sexp' 'fleetc'],311649.7834190575
568,['ageph' 'agecar' 'sexp' 'sportc'],311544.0995252966
569,['ageph' 'agecar' 'sexp' 'coverp'],311494.0046452596
570,['ageph' 'agecar' 'sexp' 'powerc'],311485.9203897689
571,['ageph' 'agecar' 'fuelc' 'split'],311482.91465640976
572,['ageph' 'agecar' 'fuelc' 'fleetc'],311740.6821600276
573,['ageph' 'agecar' 'fuelc' 'sportc'],311648.52321328805
574,['ageph' 'agecar' 'fuelc' 'coverp'],311552.08701201004
575,['ageph' 'agecar' 'fuelc' 'powerc'],311555.8842495038
576,['ageph' 'agecar' 'split' 'fleetc'],311455.6220261712
577,['ageph' 'agecar' 'split' 'sportc'],311346.23750772706
578,['ageph' 'agecar' 'split' 'coverp'],311345.17689678114
579,['ageph' 'agecar' 'split' 'powerc'],311307.0962932967
580,['ageph' 'agecar' 'fleetc' 'sportc'],311619.1417734593
581,['ageph' 'agecar' 'fleetc' 'coverp'],311522.21811857296
582,['ageph' 'agecar' 'fleetc' 'powerc'],311532.7415761189
583,['ageph' 'agecar' 'sportc' 'coverp'],311349.0396384353
584,['ageph' 'agecar' 'sportc' 'powerc'],311485.0899082255
585,['ageph' 'agecar' 'coverp' 'powerc'],311452.2062272471
586,['ageph' 'usec' 'sexp' 'fuelc'],311751.32343638653
587,['ageph' 'usec' 'sexp' 'split'],311502.7190953007
588,['ageph' 'usec' 'sexp' 'fleetc'],311726.09637849877
589,['ageph' 'usec' 'sexp' 'sportc'],311616.11873980914
590,['ageph' 'usec' 'sexp' 'coverp'],311556.4251040352
591,['ageph' 'usec' 'sexp' 'powerc'],311551.57614896714
592,['ageph' 'usec' 'fuelc' 'split'],311598.62358844106
593,['ageph' 'usec' 'fuelc' 'fleetc'],311828.51673950447
594,['ageph' 'usec' 'fuelc' 'sportc'],311731.21231910074
595,['ageph' 'usec' 'fuelc' 'coverp'],311614.1685566265
596,['ageph' 'usec' 'fuelc' 'powerc'],311625.1132329217
597,['ageph' 'usec' 'split' 'fleetc'],311575.89624734217
598,['ageph' 'usec' 'split' 'sportc'],311462.9413578167
599,['ageph' 'usec' 'split' 'coverp'],311431.0809395336
600,['ageph' 'usec' 'split' 'powerc'],311412.4246070452
601,['ageph' 'usec' 'fleetc' 'sportc'],311711.8715394965
602,['ageph' 'usec' 'fleetc' 'coverp'],311593.98976094835
603,['ageph' 'usec' 'fleetc' 'powerc'],311612.7589752373
604,['ageph' 'usec' 'sportc' 'coverp'],311388.7855101137
605,['ageph' 'usec' 'sportc' 'powerc'],311565.9432394748
606,['ageph' 'usec' 'coverp' 'powerc'],311512.62252385536
607,['ageph' 'sexp' 'fuelc' 'split'],311542.421804382
608,['ageph' 'sexp' 'fuelc' 'fleetc'],311769.400296546
609,['ageph' 'sexp' 'fuelc' 'sportc'],311662.67675882304
610,['ageph' 'sexp' 'fuelc' 'coverp'],311614.3276353728
611,['ageph' 'sexp' 'fuelc' 'powerc'],311586.429394192
612,['ageph' 'sexp' 'split' 'fleetc'],311513.6720327077
613,['ageph' 'sexp' 'split' 'sportc'],311388.69737363176
614,['ageph' 'sexp' 'split' 'coverp'],311422.9456864449
615,['ageph' 'sexp' 'split' 'powerc'],311366.176983288
616,['ageph' 'sexp' 'fleetc' 'sportc'],311633.5592337485
617,['ageph' 'sexp' 'fleetc' 'coverp'],311582.4324707745
618,['ageph' 'sexp' 'fleetc' 'powerc'],311565.7856964908
619,['ageph' 'sexp' 'sportc' 'coverp'],311369.17268948763
620,['ageph' 'sexp' 'sportc' 'powerc'],311510.9400342088
621,['ageph' 'sexp' 'coverp' 'powerc'],311515.2036622546
622,['ageph' 'fuelc' 'split' 'fleetc'],311614.838362835
623,['ageph' 'fuelc' 'split' 'sportc'],311503.44001384906
624,['ageph' 'fuelc' 'split' 'coverp'],311478.3693894784
625,['ageph' 'fuelc' 'split' 'powerc'],311441.0448689882
626,['ageph' 'fuelc' 'fleetc' 'sportc'],311754.1483648718
627,['ageph' 'fuelc' 'fleetc' 'coverp'],311644.55375368195
628,['ageph' 'fuelc' 'fleetc' 'powerc'],311642.0861363797
629,['ageph' 'fuelc' 'sportc' 'coverp'],311446.3183388332
630,['ageph' 'fuelc' 'sportc' 'powerc'],311594.8023673304
631,['ageph' 'fuelc' 'coverp' 'powerc'],311561.39809138974
632,['ageph' 'split' 'fleetc' 'sportc'],311479.8634726641
633,['ageph' 'split' 'fleetc' 'coverp'],311455.77003851114
634,['ageph' 'split' 'fleetc' 'powerc'],311424.4333775764
635,['ageph' 'split' 'sportc' 'coverp'],311231.65267715085
636,['ageph' 'split' 'sportc' 'powerc'],311365.2599316545
637,['ageph' 'split' 'coverp' 'powerc'],311389.7822915161
638,['ageph' 'fleetc' 'sportc' 'coverp'],311422.70453329146
639,['ageph' 'fleetc' 'sportc' 'powerc'],311584.9568003559
640,['ageph' 'fleetc' 'coverp' 'powerc'],311541.1661960986
641,['ageph' 'sportc' 'coverp' 'powerc'],311398.3417314885
642,['ageph' 'agecar' 'usec' 'sexp' 'fuelc'],311665.12964003393
643,['ageph' 'agecar' 'usec' 'sexp' 'split'],311397.06923927483
644,['ageph' 'agecar' 'usec' 'sexp' 'fleetc'],311642.86290540977
645,['ageph' 'agecar' 'usec' 'sexp' 'sportc'],311530.3820596162
646,['ageph' 'agecar' 'usec' 'sexp' 'coverp'],311467.3689041245
647,['ageph' 'agecar' 'usec' 'sexp' 'powerc'],311478.73309387494
648,['ageph' 'agecar' 'usec' 'fuelc' 'split'],311474.74492674373
649,['ageph' 'agecar' 'usec' 'fuelc' 'fleetc'],311727.20731144276
650,['ageph' 'agecar' 'usec' 'fuelc' 'sportc'],311629.0169730502
651,['ageph' 'agecar' 'usec' 'fuelc' 'coverp'],311521.72546979046
652,['ageph' 'agecar' 'usec' 'fuelc' 'powerc'],311546.0453692408
653,['ageph' 'agecar' 'usec' 'split' 'fleetc'],311453.5043802228
654,['ageph' 'agecar' 'usec' 'split' 'sportc'],311338.4486628185
655,['ageph' 'agecar' 'usec' 'split' 'coverp'],311330.9969524821
656,['ageph' 'agecar' 'usec' 'split' 'powerc'],311306.49068261427
657,['ageph' 'agecar' 'usec' 'fleetc' 'sportc'],311606.6341570191
658,['ageph' 'agecar' 'usec' 'fleetc' 'coverp'],311502.3804978453
659,['ageph' 'agecar' 'usec' 'fleetc' 'powerc'],311525.8093751396
660,['ageph' 'agecar' 'usec' 'sportc' 'coverp'],311315.9208064762
661,['ageph' 'agecar' 'usec' 'sportc' 'powerc'],311472.6742198254
662,['ageph' 'agecar' 'usec' 'coverp' 'powerc'],311428.1909323479
663,['ageph' 'agecar' 'sexp' 'fuelc' 'split'],311432.5286826486
664,['ageph' 'agecar' 'sexp' 'fuelc' 'fleetc'],311685.29121717566
665,['ageph' 'agecar' 'sexp' 'fuelc' 'sportc'],311579.50433814677
666,['ageph' 'agecar' 'sexp' 'fuelc' 'coverp'],311522.4535742477
667,['ageph' 'agecar' 'sexp' 'fuelc' 'powerc'],311521.00679301954
668,['ageph' 'agecar' 'sexp' 'split' 'fleetc'],311406.8019044973
669,['ageph' 'agecar' 'sexp' 'split' 'sportc'],311281.5500895838
670,['ageph' 'agecar' 'sexp' 'split' 'coverp'],311321.14224887895
671,['ageph' 'agecar' 'sexp' 'split' 'powerc'],311272.47282022925
672,['ageph' 'agecar' 'sexp' 'fleetc' 'sportc'],311548.76591950544
673,['ageph' 'agecar' 'sexp' 'fleetc' 'coverp'],311492.7916293828
674,['ageph' 'agecar' 'sexp' 'fleetc' 'powerc'],311494.0928989142
675,['ageph' 'agecar' 'sexp' 'sportc' 'coverp'],311300.1812434819
676,['ageph' 'agecar' 'sexp' 'sportc' 'powerc'],311434.4392811044
677,['ageph' 'agecar' 'sexp' 'coverp' 'powerc'],311430.93047903886
678,['ageph' 'agecar' 'fuelc' 'split' 'fleetc'],311490.6887101471
679,['ageph' 'agecar' 'fuelc' 'split' 'sportc'],311381.08267841826
680,['ageph' 'agecar' 'fuelc' 'split' 'coverp'],311374.0246014779
681,['ageph' 'agecar' 'fuelc' 'split' 'powerc'],311341.9442631404
682,['ageph' 'agecar' 'fuelc' 'fleetc' 'sportc'],311653.9622871381
683,['ageph' 'agecar' 'fuelc' 'fleetc' 'coverp'],311551.9120949577
684,['ageph' 'agecar' 'fuelc' 'fleetc' 'powerc'],311565.2699639488
685,['ageph' 'agecar' 'fuelc' 'sportc' 'coverp'],311373.5973124769
686,['ageph' 'agecar' 'fuelc' 'sportc' 'powerc'],311514.38252795016
687,['ageph' 'agecar' 'fuelc' 'coverp' 'powerc'],311478.5651136763
688,['ageph' 'agecar' 'split' 'fleetc' 'sportc'],311353.9671476001
689,['ageph' 'agecar' 'split' 'fleetc' 'coverp'],311351.9990971038
690,['ageph' 'agecar' 'split' 'fleetc' 'powerc'],311317.44869237934
691,['ageph' 'agecar' 'split' 'sportc' 'coverp'],311153.2680176904
692,['ageph' 'agecar' 'split' 'sportc' 'powerc'],311253.3395556295
693,['ageph' 'agecar' 'split' 'coverp' 'powerc'],311293.91049019905
694,['ageph' 'agecar' 'fleetc' 'sportc' 'coverp'],311348.70913520426
695,['ageph' 'agecar' 'fleetc' 'sportc' 'powerc'],311493.27830147283
696,['ageph' 'agecar' 'fleetc' 'coverp' 'powerc'],311455.96819354873
697,['ageph' 'agecar' 'sportc' 'coverp' 'powerc'],311326.11297398317
698,['ageph' 'usec' 'sexp' 'fuelc' 'split'],311537.71138064866
699,['ageph' 'usec' 'sexp' 'fuelc' 'fleetc'],311762.1363665116
700,['ageph' 'usec' 'sexp' 'fuelc' 'sportc'],311650.24512079806
701,['ageph' 'usec' 'sexp' 'fuelc' 'coverp'],311584.3010098465
702,['ageph' 'usec' 'sexp' 'fuelc' 'powerc'],311581.992728873
703,['ageph' 'usec' 'sexp' 'split' 'fleetc'],311514.4811630447
704,['ageph' 'usec' 'sexp' 'split' 'sportc'],311384.29282074026
705,['ageph' 'usec' 'sexp' 'split' 'coverp'],311406.9430833189
706,['ageph' 'usec' 'sexp' 'split' 'powerc'],311367.9384266136
707,['ageph' 'usec' 'sexp' 'fleetc' 'sportc'],311627.35990342416
708,['ageph' 'usec' 'sexp' 'fleetc' 'coverp'],311564.20771847037
709,['ageph' 'usec' 'sexp' 'fleetc' 'powerc'],311563.9912572879
710,['ageph' 'usec' 'sexp' 'sportc' 'coverp'],311337.7510606198
711,['ageph' 'usec' 'sexp' 'sportc' 'powerc'],311504.39750525943
712,['ageph' 'usec' 'sexp' 'coverp' 'powerc'],311491.54238915985
713,['ageph' 'usec' 'fuelc' 'split' 'fleetc'],311610.7473766224
714,['ageph' 'usec' 'fuelc' 'split' 'sportc'],311495.18261780555
715,['ageph' 'usec' 'fuelc' 'split' 'coverp'],311459.5035975133
716,['ageph' 'usec' 'fuelc' 'split' 'powerc'],311441.16270211176
717,['ageph' 'usec' 'fuelc' 'fleetc' 'sportc'],311742.8796764251
718,['ageph' 'usec' 'fuelc' 'fleetc' 'coverp'],311622.7769758542
719,['ageph' 'usec' 'fuelc' 'fleetc' 'powerc'],311637.7533947612
720,['ageph' 'usec' 'fuelc' 'sportc' 'coverp'],311412.8878759988
721,['ageph' 'usec' 'fuelc' 'sportc' 'powerc'],311587.486191251
722,['ageph' 'usec' 'fuelc' 'coverp' 'powerc'],311537.8191669019
723,['ageph' 'usec' 'split' 'fleetc' 'sportc'],311475.4480657744
724,['ageph' 'usec' 'split' 'fleetc' 'coverp'],311444.060209103
725,['ageph' 'usec' 'split' 'fleetc' 'powerc'],311425.51077052247
726,['ageph' 'usec' 'split' 'sportc' 'coverp'],311209.8452766047
727,['ageph' 'usec' 'split' 'sportc' 'powerc'],311362.7085077421
728,['ageph' 'usec' 'split' 'coverp' 'powerc'],311375.99363458436
729,['ageph' 'usec' 'fleetc' 'sportc' 'coverp'],311398.5815491141
730,['ageph' 'usec' 'fleetc' 'sportc' 'powerc'],311578.66738305736
731,['ageph' 'usec' 'fleetc' 'coverp' 'powerc'],311523.7112058479
732,['ageph' 'usec' 'sportc' 'coverp' 'powerc'],311367.0292971083
733,['ageph' 'sexp' 'fuelc' 'split' 'fleetc'],311550.64891508035
734,['ageph' 'sexp' 'fuelc' 'split' 'sportc'],311423.54384748905
735,['ageph' 'sexp' 'fuelc' 'split' 'coverp'],311450.3939794013
736,['ageph' 'sexp' 'fuelc' 'split' 'powerc'],311398.88821995107
737,['ageph' 'sexp' 'fuelc' 'fleetc' 'sportc'],311668.9998244464
738,['ageph' 'sexp' 'fuelc' 'fleetc' 'coverp'],311611.30001999217
739,['ageph' 'sexp' 'fuelc' 'fleetc' 'powerc'],311596.8930701725
740,['ageph' 'sexp' 'fuelc' 'sportc' 'coverp'],311393.45161062916
741,['ageph' 'sexp' 'fuelc' 'sportc' 'powerc'],311538.11845668557
742,['ageph' 'sexp' 'fuelc' 'coverp' 'powerc'],311539.9493149936
743,['ageph' 'sexp' 'split' 'fleetc' 'sportc'],311396.95562829607
744,['ageph' 'sexp' 'split' 'fleetc' 'coverp'],311428.2869940665
745,['ageph' 'sexp' 'split' 'fleetc' 'powerc'],311377.3719415412
746,['ageph' 'sexp' 'split' 'sportc' 'coverp'],311181.88129551645
747,['ageph' 'sexp' 'split' 'sportc' 'powerc'],311303.73937875987
748,['ageph' 'sexp' 'split' 'coverp' 'powerc'],311370.3054973096
749,['ageph' 'sexp' 'fleetc' 'sportc' 'coverp'],311366.89962869784
750,['ageph' 'sexp' 'fleetc' 'sportc' 'powerc'],311520.1425936395
751,['ageph' 'sexp' 'fleetc' 'coverp' 'powerc'],311516.78938503796
752,['ageph' 'sexp' 'sportc' 'coverp' 'powerc'],311352.3728251136
753,['ageph' 'fuelc' 'split' 'fleetc' 'sportc'],311512.8458179256
754,['ageph' 'fuelc' 'split' 'fleetc' 'coverp'],311484.8695903321
755,['ageph' 'fuelc' 'split' 'fleetc' 'powerc'],311453.380070423
756,['ageph' 'fuelc' 'split' 'sportc' 'coverp'],311255.4524006991
757,['ageph' 'fuelc' 'split' 'sportc' 'powerc'],311389.9727004006
758,['ageph' 'fuelc' 'split' 'coverp' 'powerc'],311415.2566530734
759,['ageph' 'fuelc' 'fleetc' 'sportc' 'coverp'],311445.96576402435
760,['ageph' 'fuelc' 'fleetc' 'sportc' 'powerc'],311605.7340827868
761,['ageph' 'fuelc' 'fleetc' 'coverp' 'powerc'],311565.67979852355
762,['ageph' 'fuelc' 'sportc' 'coverp' 'powerc'],311414.9632216994
763,['ageph' 'split' 'fleetc' 'sportc' 'coverp'],311238.7685059254
764,['ageph' 'split' 'fleetc' 'sportc' 'powerc'],311376.81988923496
765,['ageph' 'split' 'fleetc' 'coverp' 'powerc'],311399.4478149283
766,['ageph' 'split' 'sportc' 'coverp' 'powerc'],311222.3008647989
767,['ageph' 'fleetc' 'sportc' 'coverp' 'powerc'],311399.9472470435
768,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split'],311427.48253811774
769,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'fleetc'],311675.6224973055
770,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'sportc'],311564.3418893553
771,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'coverp'],311495.31811385026
772,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'powerc'],311513.14585980895
773,['ageph' 'agecar' 'usec' 'sexp' 'split' 'fleetc'],311408.2229378365
774,['ageph' 'agecar' 'usec' 'sexp' 'split' 'sportc'],311277.8989498121
775,['ageph' 'agecar' 'usec' 'sexp' 'split' 'coverp'],311309.93441210844
776,['ageph' 'agecar' 'usec' 'sexp' 'split' 'powerc'],311274.25755100936
777,['ageph' 'agecar' 'usec' 'sexp' 'fleetc' 'sportc'],311541.19542826666
778,['ageph' 'agecar' 'usec' 'sexp' 'fleetc' 'coverp'],311476.5351511233
779,['ageph' 'agecar' 'usec' 'sexp' 'fleetc' 'powerc'],311490.2739390841
780,['ageph' 'agecar' 'usec' 'sexp' 'sportc' 'coverp'],311271.89607893315
781,['ageph' 'agecar' 'usec' 'sexp' 'sportc' 'powerc'],311425.24057528155
782,['ageph' 'agecar' 'usec' 'sexp' 'coverp' 'powerc'],311409.8530072742
783,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'fleetc'],311486.045334761
784,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'sportc'],311372.01516169944
785,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'coverp'],311359.341758188
786,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'powerc'],311340.5427824294
787,['ageph' 'agecar' 'usec' 'fuelc' 'fleetc' 'sportc'],311640.04776377825
788,['ageph' 'agecar' 'usec' 'fuelc' 'fleetc' 'coverp'],311531.4226628233
789,['ageph' 'agecar' 'usec' 'fuelc' 'fleetc' 'powerc'],311557.6772934617
790,['ageph' 'agecar' 'usec' 'fuelc' 'sportc' 'coverp'],311342.4624544942
791,['ageph' 'agecar' 'usec' 'fuelc' 'sportc' 'powerc'],311502.87143937295
792,['ageph' 'agecar' 'usec' 'fuelc' 'coverp' 'powerc'],311456.5566257427
793,['ageph' 'agecar' 'usec' 'split' 'fleetc' 'sportc'],311350.0148567624
794,['ageph' 'agecar' 'usec' 'split' 'fleetc' 'coverp'],311343.6445549123
795,['ageph' 'agecar' 'usec' 'split' 'fleetc' 'powerc'],311318.270162757
796,['ageph' 'agecar' 'usec' 'split' 'sportc' 'coverp'],311135.981473411
797,['ageph' 'agecar' 'usec' 'split' 'sportc' 'powerc'],311250.0246176563
798,['ageph' 'agecar' 'usec' 'split' 'coverp' 'powerc'],311284.0016783183
799,['ageph' 'agecar' 'usec' 'fleetc' 'sportc' 'coverp'],311326.32354395086
800,['ageph' 'agecar' 'usec' 'fleetc' 'sportc' 'powerc'],311484.4059171474
801,['ageph' 'agecar' 'usec' 'fleetc' 'coverp' 'powerc'],311439.67512829194
802,['ageph' 'agecar' 'usec' 'sportc' 'coverp' 'powerc'],311297.035004468
803,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc'],311440.190183018
804,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'sportc'],311316.4322138366
805,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'coverp'],311349.00074582873
806,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'powerc'],311308.9906717706
807,['ageph' 'agecar' 'sexp' 'fuelc' 'fleetc' 'sportc'],311584.9697392299
808,['ageph' 'agecar' 'sexp' 'fuelc' 'fleetc' 'coverp'],311522.26724779926
809,['ageph' 'agecar' 'sexp' 'fuelc' 'fleetc' 'powerc'],311530.12988190434
810,['ageph' 'agecar' 'sexp' 'fuelc' 'sportc' 'coverp'],311327.07717396267
811,['ageph' 'agecar' 'sexp' 'fuelc' 'sportc' 'powerc'],311468.38963263587
812,['ageph' 'agecar' 'sexp' 'fuelc' 'coverp' 'powerc'],311459.3211877397
813,['ageph' 'agecar' 'sexp' 'split' 'fleetc' 'sportc'],311289.29270921345
814,['ageph' 'agecar' 'sexp' 'split' 'fleetc' 'coverp'],311327.91025115683
815,['ageph' 'agecar' 'sexp' 'split' 'fleetc' 'powerc'],311282.6388272334
816,['ageph' 'agecar' 'sexp' 'split' 'sportc' 'coverp'],311110.0908917893
817,['ageph' 'agecar' 'sexp' 'split' 'sportc' 'powerc'],311205.19457959547
818,['ageph' 'agecar' 'sexp' 'split' 'coverp' 'powerc'],311276.5871533959
819,['ageph' 'agecar' 'sexp' 'fleetc' 'sportc' 'coverp'],311300.09415771614
820,['ageph' 'agecar' 'sexp' 'fleetc' 'sportc' 'powerc'],311442.4206036551
821,['ageph' 'agecar' 'sexp' 'fleetc' 'coverp' 'powerc'],311434.5006181592
822,['ageph' 'agecar' 'sexp' 'sportc' 'coverp' 'powerc'],311286.0930625192
823,['ageph' 'agecar' 'fuelc' 'split' 'fleetc' 'sportc'],311389.433258785
824,['ageph' 'agecar' 'fuelc' 'split' 'fleetc' 'coverp'],311381.5857530446
825,['ageph' 'agecar' 'fuelc' 'split' 'fleetc' 'powerc'],311352.87762926234
826,['ageph' 'agecar' 'fuelc' 'split' 'sportc' 'coverp'],311179.87618374126
827,['ageph' 'agecar' 'fuelc' 'split' 'sportc' 'powerc'],311286.69384723494
828,['ageph' 'agecar' 'fuelc' 'split' 'coverp' 'powerc'],311322.8013030313
829,['ageph' 'agecar' 'fuelc' 'fleetc' 'sportc' 'coverp'],311374.99530710914
830,['ageph' 'agecar' 'fuelc' 'fleetc' 'sportc' 'powerc'],311523.7310235612
831,['ageph' 'agecar' 'fuelc' 'fleetc' 'coverp' 'powerc'],311484.21509590367
832,['ageph' 'agecar' 'fuelc' 'sportc' 'coverp' 'powerc'],311348.4564396524
833,['ageph' 'agecar' 'split' 'fleetc' 'sportc' 'coverp'],311160.92693323677
834,['ageph' 'agecar' 'split' 'fleetc' 'sportc' 'powerc'],311263.54285082396
835,['ageph' 'agecar' 'split' 'fleetc' 'coverp' 'powerc'],311303.92377050896
836,['ageph' 'agecar' 'split' 'sportc' 'coverp' 'powerc'],311147.17507568834
837,['ageph' 'agecar' 'fleetc' 'sportc' 'coverp' 'powerc'],311329.21666846407
838,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'fleetc'],311549.6140016045
839,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'sportc'],311418.5238854937
840,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'coverp'],311434.01127738226
841,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'powerc'],311400.39806690015
842,['ageph' 'usec' 'sexp' 'fuelc' 'fleetc' 'sportc'],311661.70314509777
843,['ageph' 'usec' 'sexp' 'fuelc' 'fleetc' 'coverp'],311592.4456279369
844,['ageph' 'usec' 'sexp' 'fuelc' 'fleetc' 'powerc'],311594.57153364224
845,['ageph' 'usec' 'sexp' 'fuelc' 'sportc' 'coverp'],311363.75408366666
846,['ageph' 'usec' 'sexp' 'fuelc' 'sportc' 'powerc'],311532.52797341545
847,['ageph' 'usec' 'sexp' 'fuelc' 'coverp' 'powerc'],311518.161140097
848,['ageph' 'usec' 'sexp' 'split' 'fleetc' 'sportc'],311396.55894290336
849,['ageph' 'usec' 'sexp' 'split' 'fleetc' 'coverp'],311419.42618007265
850,['ageph' 'usec' 'sexp' 'split' 'fleetc' 'powerc'],311380.8998942459
851,['ageph' 'usec' 'sexp' 'split' 'sportc' 'coverp'],311163.83695778885
852,['ageph' 'usec' 'sexp' 'split' 'sportc' 'powerc'],311303.4954823233
853,['ageph' 'usec' 'sexp' 'split' 'coverp' 'powerc'],311358.75219245034
854,['ageph' 'usec' 'sexp' 'fleetc' 'sportc' 'coverp'],311347.07237274037
855,['ageph' 'usec' 'sexp' 'fleetc' 'sportc' 'powerc'],311516.9447184391
856,['ageph' 'usec' 'sexp' 'fleetc' 'coverp' 'powerc'],311502.06410715246
857,['ageph' 'usec' 'sexp' 'sportc' 'coverp' 'powerc'],311324.4007207243
858,['ageph' 'usec' 'fuelc' 'split' 'fleetc' 'sportc'],311507.764915959
859,['ageph' 'usec' 'fuelc' 'split' 'fleetc' 'coverp'],311472.66836583323
860,['ageph' 'usec' 'fuelc' 'split' 'fleetc' 'powerc'],311454.18083667214
861,['ageph' 'usec' 'fuelc' 'split' 'sportc' 'coverp'],311235.3294728021
862,['ageph' 'usec' 'fuelc' 'split' 'sportc' 'powerc'],311388.4711193832
863,['ageph' 'usec' 'fuelc' 'split' 'coverp' 'powerc'],311402.985738657
864,['ageph' 'usec' 'fuelc' 'fleetc' 'sportc' 'coverp'],311423.1704327084
865,['ageph' 'usec' 'fuelc' 'fleetc' 'sportc' 'powerc'],311600.2416354269
866,['ageph' 'usec' 'fuelc' 'fleetc' 'coverp' 'powerc'],311549.54348203813
867,['ageph' 'usec' 'fuelc' 'sportc' 'coverp' 'powerc'],311387.7861794181
868,['ageph' 'usec' 'split' 'fleetc' 'sportc' 'coverp'],311224.16505082836
869,['ageph' 'usec' 'split' 'fleetc' 'sportc' 'powerc'],311375.9705689754
870,['ageph' 'usec' 'split' 'fleetc' 'coverp' 'powerc'],311390.77387601533
871,['ageph' 'usec' 'split' 'sportc' 'coverp' 'powerc'],311203.50141258544
872,['ageph' 'usec' 'fleetc' 'sportc' 'coverp' 'powerc'],311378.456225365
873,['ageph' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc'],311432.6490197971
874,['ageph' 'sexp' 'fuelc' 'split' 'fleetc' 'coverp'],311456.5191586595
875,['ageph' 'sexp' 'fuelc' 'split' 'fleetc' 'powerc'],311410.9090561253
876,['ageph' 'sexp' 'fuelc' 'split' 'sportc' 'coverp'],311207.5686811085
877,['ageph' 'sexp' 'fuelc' 'split' 'sportc' 'powerc'],311334.3200619033
878,['ageph' 'sexp' 'fuelc' 'split' 'coverp' 'powerc'],311396.88310833357
879,['ageph' 'sexp' 'fuelc' 'fleetc' 'sportc' 'coverp'],311392.91877350374
880,['ageph' 'sexp' 'fuelc' 'fleetc' 'sportc' 'powerc'],311548.6456852659
881,['ageph' 'sexp' 'fuelc' 'fleetc' 'coverp' 'powerc'],311543.58814719244
882,['ageph' 'sexp' 'fuelc' 'sportc' 'coverp' 'powerc'],311373.80557242036
883,['ageph' 'sexp' 'split' 'fleetc' 'sportc' 'coverp'],311188.71732766245
884,['ageph' 'sexp' 'split' 'fleetc' 'sportc' 'powerc'],311314.87862514274
885,['ageph' 'sexp' 'split' 'fleetc' 'coverp' 'powerc'],311379.423580485
886,['ageph' 'sexp' 'split' 'sportc' 'coverp' 'powerc'],311179.8943533673
887,['ageph' 'sexp' 'fleetc' 'sportc' 'coverp' 'powerc'],311353.4131359092
888,['ageph' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'],311263.83978973876
889,['ageph' 'fuelc' 'split' 'fleetc' 'sportc' 'powerc'],311402.403552408
890,['ageph' 'fuelc' 'split' 'fleetc' 'coverp' 'powerc'],311426.3283118892
891,['ageph' 'fuelc' 'split' 'sportc' 'coverp' 'powerc'],311243.3995762541
892,['ageph' 'fuelc' 'fleetc' 'sportc' 'coverp' 'powerc'],311419.21576148865
893,['ageph' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],311231.7848809402
894,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'fleetc'],311438.6858138443
895,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'sportc'],311310.8064651755
896,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'coverp'],311336.68993442354
897,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'powerc'],311309.19594665535
898,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'fleetc' 'sportc'],311575.26095005975
899,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'fleetc' 'coverp'],311504.73330654384
900,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'fleetc' 'powerc'],311524.7596892224
901,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'sportc' 'coverp'],311299.6548087287
902,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'sportc' 'powerc'],311458.9233857733
903,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'coverp' 'powerc'],311439.17049051006
904,['ageph' 'agecar' 'usec' 'sexp' 'split' 'fleetc' 'sportc'],311289.3577051752
905,['ageph' 'agecar' 'usec' 'sexp' 'split' 'fleetc' 'coverp'],311322.29876740614
906,['ageph' 'agecar' 'usec' 'sexp' 'split' 'fleetc' 'powerc'],311286.0087716057
907,['ageph' 'agecar' 'usec' 'sexp' 'split' 'sportc' 'coverp'],311096.3826040987
908,['ageph' 'agecar' 'usec' 'sexp' 'split' 'sportc' 'powerc'],311204.42819639
